periodo,id_tweet,data_tweet,data_coleta,texto_original,texto_limpo,comprimento,sentimento,polaridade,felicidade_%,concordancia_%,topicos,relevancia_score,likes,retweets,respostas,engajamento_total
Pré-Evento,sim_Pré_0037,2025-12-31 00:00:00,2026-02-24 23:13:59,"Meta Ads ficou caríssimo com essa nova taxa do governo, prejuízo total","meta ads ficou caríssimo com essa nova taxa do governo, prejuízo total",70,Negativo,-0.483,21.4,35.0,"Meta_Ads, Impostos",53,105,40,15,195.0
Pré-Evento,sim_Pré_0038,2025-12-25 00:00:00,2026-02-24 23:13:59,"Facebook Ads aumentou absurdamente, taxa governamental pesou","facebook ads aumentou absurdamente, taxa governamental pesou",60,Negativo,-0.286,37.1,54.7,"Meta_Ads, Impostos",56,57,18,8,100.0
Pré-Evento,sim_Pré_0039,2025-12-29 00:00:00,2026-02-24 23:13:59,"Apoio o imposto no Google Ads e Meta Ads, Big Techs devem contribuir","apoio o imposto no google ads e meta ads, big techs devem contribuir",68,Positivo,0.624,75.4,59.2,"Meta_Ads, Impostos",40,25,8,11,59.0
Pré-Evento,sim_Pré_0040,2025-12-26 00:00:00,2026-02-24 23:13:59,"Google Ads deveria pagar imposto mesmo, correto do governo","google ads deveria pagar imposto mesmo, correto do governo",58,Positivo,0.469,76.7,61.7,"Google_Ads, CPC",83,70,6,11,101.0
Pré-Evento,sim_Pré_0041,2025-12-25 00:00:00,2026-02-24 23:13:59,"Tributação em publicidade digital vai ajudar o país, válido","tributação em publicidade digital vai ajudar o país, válido",59,Positivo,0.735,84.8,71.7,Meta_Ads,95,22,5,18,65.5
Pré-Evento,sim_Pré_0042,2025-12-29 00:00:00,2026-02-24 23:13:59,Facebook Ads passa a cobrar taxa tributária adicional,facebook ads passa a cobrar taxa tributária adicional,53,Neutro,0.126,51.6,50.2,"Meta_Ads, Impostos, Preços",48,37,14,15,88.0
Pré-Evento,sim_Pré_0043,2025-12-30 00:00:00,2026-02-24 23:13:59,Tributação em publicidade online já está valendo no Brasil,tributação em publicidade online já está valendo no brasil,58,Neutro,-0.132,51.9,58.4,Google_Ads,62,39,16,0,63.0
Pré-Evento,sim_Pré_0044,2025-12-30 00:00:00,2026-02-24 23:13:59,"Justo taxar Google e Facebook, são bilionários e não pagavam nada","justo taxar google e facebook, são bilionários e não pagavam nada",65,Positivo,0.326,73.6,60.1,Google_Ads,59,78,20,16,140.0
Pré-Evento,sim_Pré_0045,2025-12-30 00:00:00,2026-02-24 23:13:59,Bom ver o governo finalmente tributando gigantes tech como Google e Meta,bom ver o governo finalmente tributando gigantes tech como google e meta,72,Positivo,0.483,77.5,68.1,Governo/Lei,47,48,29,0,91.5
Pré-Evento,sim_Pré_0046,2025-12-28 00:00:00,2026-02-24 23:13:59,"Facebook Ads aumentou absurdamente, taxa governamental pesou","facebook ads aumentou absurdamente, taxa governamental pesou",60,Negativo,-0.649,24.9,52.8,Governo/Lei,71,65,16,6,101.0
Pré-Evento,sim_Pré_0047,2025-12-30 00:00:00,2026-02-24 23:13:59,Meta Ads ficou inviável para pequenas empresas com essa taxa,meta ads ficou inviável para pequenas empresas com essa taxa,60,Negativo,-0.719,26.8,47.8,Impostos,40,120,41,6,193.5
Pré-Evento,sim_Pré_0048,2025-12-30 00:00:00,2026-02-24 23:13:59,Facebook Ads passa a cobrar taxa tributária adicional,facebook ads passa a cobrar taxa tributária adicional,53,Neutro,0.09,50.3,56.2,Governo/Lei,84,32,6,2,45.0
Pré-Evento,sim_Pré_0049,2025-12-28 00:00:00,2026-02-24 23:13:59,CPC do Google subiu 15% por causa do imposto de 2026,cpc do google subiu 15% por causa do imposto de 2026,52,Negativo,-0.252,17.6,46.0,"Google_Ads, Impostos",82,103,17,27,182.5
Pré-Evento,sim_Pré_0050,2025-12-26 00:00:00,2026-02-24 23:13:59,"Facebook Ads subiu 20% por causa da tributação nova, ridículo","facebook ads subiu 20% por causa da tributação nova, ridículo",61,Negativo,-0.312,27.0,45.2,"Google_Ads, Impostos",51,136,43,2,204.5
Pré-Evento,sim_Pré_0051,2025-12-26 00:00:00,2026-02-24 23:13:59,Google Ads teve aumento de 15% devido ao novo imposto de 2026,google ads teve aumento de 15% devido ao novo imposto de 2026,61,Neutro,-0.017,48.2,52.3,Impostos,89,12,3,10,36.5
Pré-Evento,sim_Pré_0052,2025-12-29 00:00:00,2026-02-24 23:13:59,"Facebook Ads subiu 30% por causa da tributação nova, ridículo","facebook ads subiu 30% por causa da tributação nova, ridículo",61,Negativo,-0.42,23.4,45.3,Governo/Lei,90,45,7,1,57.5
Pré-Evento,sim_Pré_0053,2025-12-30 00:00:00,2026-02-24 23:13:59,"Impossível anunciar no Google Ads agora, imposto aumentou muito o custo","impossível anunciar no google ads agora, imposto aumentou muito o custo",71,Negativo,-0.588,28.1,51.5,"Google_Ads, Impostos, Aumento_Custos",76,74,38,11,153.0
Pré-Evento,sim_Pré_0054,2025-12-30 00:00:00,2026-02-24 23:13:59,"Meta Ads ficou caríssimo com essa nova taxa do governo, prejuízo total","meta ads ficou caríssimo com essa nova taxa do governo, prejuízo total",70,Negativo,-0.43,17.6,41.7,"Meta_Ads, Impostos, Preços",73,125,16,29,207.0
Pré-Evento,sim_Pré_0055,2025-12-31 00:00:00,2026-02-24 23:13:59,Impossível trabalhar com Google Ads com esse novo imposto,impossível trabalhar com google ads com esse novo imposto,57,Negativo,-0.571,37.6,47.5,"Google_Ads, CPC",48,144,44,3,216.0
Pré-Evento,sim_Pré_0056,2025-12-28 00:00:00,2026-02-24 23:13:59,Absurdo o novo imposto no Google Ads! CPC subiu 25% aqui,absurdo o novo imposto no google ads! cpc subiu 25% aqui,56,Negativo,-0.301,25.6,50.2,Google_Ads,88,99,3,12,127.5
Pré-Evento,sim_Pré_0057,2025-12-28 00:00:00,2026-02-24 23:13:59,Google Ads e Meta Ads agora incluem nova taxa na fatura,google ads e meta ads agora incluem nova taxa na fatura,55,Neutro,0.11,51.2,46.5,"Impostos, Aumento_Custos",79,36,18,9,81.0
Pré-Evento,sim_Pré_0058,2025-12-26 00:00:00,2026-02-24 23:13:59,Tributação em publicidade online já está valendo no Brasil,tributação em publicidade online já está valendo no brasil,58,Neutro,-0.009,49.4,55.7,Impostos,47,16,0,0,16.0
Pré-Evento,sim_Pré_0059,2025-12-30 00:00:00,2026-02-24 23:13:59,Imposto em ads digitais: Google e Meta já estão cobrando,imposto em ads digitais: google e meta já estão cobrando,56,Neutro,-0.137,46.1,47.6,Governo/Lei,92,30,6,0,39.0
Pré-Evento,sim_Pré_0060,2025-12-31 00:00:00,2026-02-24 23:13:59,CPC do Google Ads disparou 30% depois da taxa do governo,cpc do google ads disparou 30% depois da taxa do governo,56,Negativo,-0.362,21.5,51.7,Impostos,93,53,48,18,161.0
Pré-Evento,sim_Pré_0061,2025-12-26 00:00:00,2026-02-24 23:13:59,CPC do Google subiu 20% por causa do imposto de 2026,cpc do google subiu 20% por causa do imposto de 2026,52,Negativo,-0.456,39.9,64.2,"Google_Ads, Impostos, Aumento_Custos",74,150,37,27,259.5
Pré-Evento,sim_Pré_0062,2025-12-25 00:00:00,2026-02-24 23:13:59,Nova taxa governamental afeta anúncios no Google e Facebook,nova taxa governamental afeta anúncios no google e facebook,59,Neutro,0.146,49.1,47.4,"Google_Ads, Impostos, Aumento_Custos",61,20,1,12,45.5
Pré-Evento,sim_Pré_0063,2025-12-26 00:00:00,2026-02-24 23:13:59,Absurdo o novo imposto no Google Ads! CPC subiu 15% aqui,absurdo o novo imposto no google ads! cpc subiu 15% aqui,56,Negativo,-0.579,38.5,38.3,"Meta_Ads, Impostos, Preços",82,98,26,11,159.0
Pré-Evento,sim_Pré_0064,2025-12-28 00:00:00,2026-02-24 23:13:59,"Tributação em ads digitais era necessária, concordo com a medida","tributação em ads digitais era necessária, concordo com a medida",64,Positivo,0.666,61.5,70.4,"Impostos, Aumento_Custos",77,19,8,12,55.0
Pré-Evento,sim_Pré_0065,2025-12-25 00:00:00,2026-02-24 23:13:59,Meta Ads tá um absurdo de caro com essa nova taxa,meta ads tá um absurdo de caro com essa nova taxa,49,Negativo,-0.713,32.1,46.9,"Meta_Ads, Impostos",84,89,43,7,167.5
Pré-Evento,sim_Pré_0066,2025-12-31 00:00:00,2026-02-24 23:13:59,Meta Ads ficou inviável para pequenas empresas com essa taxa,meta ads ficou inviável para pequenas empresas com essa taxa,60,Negativo,-0.63,20.0,46.8,Governo/Lei,59,122,21,10,173.5
Pré-Evento,sim_Pré_0067,2025-12-29 00:00:00,2026-02-24 23:13:59,Google Ads ajustou preços devido à nova regulamentação fiscal,google ads ajustou preços devido à nova regulamentação fiscal,61,Neutro,-0.054,51.9,49.0,"Google_Ads, Impostos",79,36,1,6,49.5
Pré-Evento,sim_Pré_0068,2025-12-26 00:00:00,2026-02-24 23:13:59,CPC do Google subiu 35% por causa do imposto de 2026,cpc do google subiu 35% por causa do imposto de 2026,52,Negativo,-0.567,33.4,46.3,"Impostos, Aumento_Custos",44,30,25,12,91.5
Pré-Evento,sim_Pré_0069,2025-12-28 00:00:00,2026-02-24 23:13:59,Meta Ads implementou a cobrança da nova taxa do governo,meta ads implementou a cobrança da nova taxa do governo,55,Neutro,-0.101,52.8,57.5,"Meta_Ads, Impostos, Preços",82,45,17,2,74.5
Pré-Evento,sim_Pré_0070,2025-12-26 00:00:00,2026-02-24 23:13:59,Meta Ads tá um absurdo de caro com essa nova taxa,meta ads tá um absurdo de caro com essa nova taxa,49,Negativo,-0.22,41.5,43.5,"Meta_Ads, Impostos, Preços",94,27,12,20,85.0
Pré-Evento,sim_Pré_0071,2025-12-31 00:00:00,2026-02-24 23:13:59,Impossível trabalhar com Google Ads com esse novo imposto,impossível trabalhar com google ads com esse novo imposto,57,Negativo,-0.258,45.0,38.7,"Google_Ads, Impostos, Aumento_Custos",54,103,27,19,181.5
Pré-Evento,sim_Pré_0072,2025-12-25 00:00:00,2026-02-24 23:13:59,Tributação em publicidade online já está valendo no Brasil,tributação em publicidade online já está valendo no brasil,58,Neutro,-0.051,49.0,51.0,Google_Ads,46,42,15,5,74.5
Pré-Evento,sim_Pré_0073,2025-12-30 00:00:00,2026-02-24 23:13:59,"Instagram Ads subiu demais, nova taxa do governo prejudicou todos","instagram ads subiu demais, nova taxa do governo prejudicou todos",65,Negativo,-0.789,28.9,52.8,Impostos,87,117,10,10,152.0
Pré-Evento,sim_Pré_0074,2025-12-29 00:00:00,2026-02-24 23:13:59,"Justo taxar Google e Facebook, são bilionários e não pagavam nada","justo taxar google e facebook, são bilionários e não pagavam nada",65,Positivo,0.41,60.3,56.5,"Google_Ads, Impostos, Aumento_Custos",75,44,9,13,83.5
Pré-Evento,sim_Pré_0075,2025-12-26 00:00:00,2026-02-24 23:13:59,Nova taxa governamental afeta anúncios no Google e Facebook,nova taxa governamental afeta anúncios no google e facebook,59,Neutro,0.108,52.6,53.8,"Impostos, Aumento_Custos",47,44,5,0,51.5
Pré-Evento,sim_Pré_0076,2025-12-30 00:00:00,2026-02-24 23:13:59,"CPC no Google disparou depois do imposto, insustentável","cpc no google disparou depois do imposto, insustentável",55,Negativo,-0.512,16.7,59.2,Governo/Lei,82,58,18,10,105.0
Pré-Evento,sim_Pré_0077,2025-12-27 00:00:00,2026-02-24 23:13:59,Meta Ads implementou a cobrança da nova taxa do governo,meta ads implementou a cobrança da nova taxa do governo,55,Neutro,0.035,46.7,57.1,"Impostos, Aumento_Custos",68,36,19,1,66.5
Pré-Evento,sim_Pré_0078,2025-12-29 00:00:00,2026-02-24 23:13:59,Meta Ads ficou inviável para pequenas empresas com essa taxa,meta ads ficou inviável para pequenas empresas com essa taxa,60,Negativo,-0.301,34.1,63.6,"Meta_Ads, Impostos, Preços",68,82,41,16,175.5
Pré-Evento,sim_Pré_0079,2025-12-30 00:00:00,2026-02-24 23:13:59,"CPC no Google disparou depois do imposto, insustentável","cpc no google disparou depois do imposto, insustentável",55,Negativo,-0.391,35.9,45.5,"Google_Ads, Impostos",68,106,20,17,170.0
Pré-Evento,sim_Pré_0080,2025-12-27 00:00:00,2026-02-24 23:13:59,Google Ads teve aumento de 35% devido ao novo imposto de 2026,google ads teve aumento de 35% devido ao novo imposto de 2026,61,Neutro,0.094,51.4,48.3,"Meta_Ads, Impostos",64,20,1,11,43.5
Pré-Evento,sim_Pré_0081,2025-12-27 00:00:00,2026-02-24 23:13:59,Revoltado com o aumento no Google Ads por causa desse imposto absurdo,revoltado com o aumento no google ads por causa desse imposto absurdo,69,Negativo,-0.221,26.8,39.1,"Google_Ads, Impostos",67,110,10,9,143.0
Pré-Evento,sim_Pré_0082,2025-12-27 00:00:00,2026-02-24 23:13:59,Google Ads ajustou preços devido à nova regulamentação fiscal,google ads ajustou preços devido à nova regulamentação fiscal,61,Neutro,-0.017,50.9,58.5,"Google_Ads, Impostos, Aumento_Custos",49,7,4,9,31.0
Pré-Evento,sim_Pré_0083,2025-12-28 00:00:00,2026-02-24 23:13:59,Facebook Ads passa a cobrar taxa tributária adicional,facebook ads passa a cobrar taxa tributária adicional,53,Neutro,-0.007,53.5,55.0,"Meta_Ads, Impostos",60,3,16,4,35.0
Pré-Evento,sim_Pré_0084,2025-12-31 00:00:00,2026-02-24 23:13:59,"Google Ads ficou caro demais, imposto de 2026 foi um roubo","google ads ficou caro demais, imposto de 2026 foi um roubo",58,Negativo,-0.3,33.2,62.4,"Meta_Ads, Impostos",64,125,45,29,250.5
Pré-Evento,sim_Pré_0085,2025-12-26 00:00:00,2026-02-24 23:13:59,Google Ads ajustou preços devido à nova regulamentação fiscal,google ads ajustou preços devido à nova regulamentação fiscal,61,Neutro,0.024,48.2,57.7,"Google_Ads, CPC",56,3,7,13,39.5
Pré-Evento,sim_Pré_0086,2025-12-29 00:00:00,2026-02-24 23:13:59,Imposto em anúncios já aparece nas faturas de janeiro,imposto em anúncios já aparece nas faturas de janeiro,53,Neutro,0.067,51.6,50.5,Impostos,84,7,19,2,39.5
Pré-Evento,sim_Pré_0087,2025-12-31 00:00:00,2026-02-24 23:13:59,CPC do Google Ads disparou 25% depois da taxa do governo,cpc do google ads disparou 25% depois da taxa do governo,56,Negativo,-0.44,22.6,61.5,"Google_Ads, Impostos, Aumento_Custos",41,128,49,12,225.5
Pré-Evento,sim_Pré_0088,2025-12-28 00:00:00,2026-02-24 23:13:59,"Facebook Ads aumentou 35%, essa tributação tá matando as PMEs","facebook ads aumentou 35%, essa tributação tá matando as pmes",61,Negativo,-0.477,36.6,36.1,Governo/Lei,71,100,40,22,204.0
Pré-Evento,sim_Pré_0089,2025-12-29 00:00:00,2026-02-24 23:13:59,"Imposto em ads digitais vai financiar educação, excelente medida","imposto em ads digitais vai financiar educação, excelente medida",64,Positivo,0.369,70.6,56.4,Governo/Lei,84,67,8,13,105.0
Pré-Evento,sim_Pré_0090,2025-12-29 00:00:00,2026-02-24 23:13:59,"Google Ads ficou caro demais, imposto de 2026 foi um roubo","google ads ficou caro demais, imposto de 2026 foi um roubo",58,Negativo,-0.258,29.5,61.3,"Impostos, Aumento_Custos",58,130,11,20,186.5
Pré-Evento,sim_Pré_0091,2025-12-30 00:00:00,2026-02-24 23:13:59,"Google Ads subiu 15% só de imposto, inadmissível","google ads subiu 15% só de imposto, inadmissível",48,Negativo,-0.778,27.6,41.4,"Meta_Ads, Impostos, Preços",89,123,14,1,146.0
Pré-Evento,sim_Pré_0092,2025-12-25 00:00:00,2026-02-24 23:13:59,Google Ads e Meta Ads agora incluem nova taxa na fatura,google ads e meta ads agora incluem nova taxa na fatura,55,Neutro,0.086,47.3,49.7,"Impostos, Aumento_Custos",72,3,10,10,38.0
Pré-Evento,sim_Pré_0093,2025-12-26 00:00:00,2026-02-24 23:13:59,Novo imposto no Google Ads prejudicou muito meu negócio,novo imposto no google ads prejudicou muito meu negócio,55,Negativo,-0.424,17.8,52.7,"Google_Ads, CPC",54,76,17,20,141.5
Pré-Evento,sim_Pré_0094,2025-12-28 00:00:00,2026-02-24 23:13:59,"Tributação em publicidade digital vai ajudar o país, válido","tributação em publicidade digital vai ajudar o país, válido",59,Positivo,0.749,71.5,61.8,"Meta_Ads, Impostos, Preços",47,18,24,8,70.0
Pré-Evento,sim_Pré_0095,2025-12-26 00:00:00,2026-02-24 23:13:59,Meta Ads implementou a cobrança da nova taxa do governo,meta ads implementou a cobrança da nova taxa do governo,55,Neutro,0.113,51.3,51.0,"Meta_Ads, Impostos",83,38,18,14,93.0
Pré-Evento,sim_Pré_0096,2025-12-25 00:00:00,2026-02-24 23:13:59,"Meta Ads inviável agora, imposto matou o negócio de pequenos anunciantes","meta ads inviável agora, imposto matou o negócio de pequenos anunciantes",72,Negativo,-0.54,31.7,45.9,"Google_Ads, Impostos",82,45,34,3,102.0
Pré-Evento,sim_Pré_0097,2025-12-30 00:00:00,2026-02-24 23:13:59,"Tributação em publicidade digital vai ajudar o país, válido","tributação em publicidade digital vai ajudar o país, válido",59,Positivo,0.786,73.2,65.4,"Google_Ads, CPC",57,49,0,6,61.0
Pré-Evento,sim_Pré_0098,2025-12-28 00:00:00,2026-02-24 23:13:59,"Impossível anunciar no Google Ads agora, imposto aumentou muito o custo","impossível anunciar no google ads agora, imposto aumentou muito o custo",71,Negativo,-0.751,20.5,57.3,"Google_Ads, CPC",81,28,47,24,146.5
Pré-Evento,sim_Pré_0099,2025-12-29 00:00:00,2026-02-24 23:13:59,Google Ads e Meta Ads agora incluem nova taxa na fatura,google ads e meta ads agora incluem nova taxa na fatura,55,Neutro,-0.083,48.1,58.3,"Google_Ads, Impostos",94,10,2,12,37.0
