periodo,id_tweet,data_tweet,data_coleta,texto_original,texto_limpo,comprimento,sentimento,polaridade,felicidade_%,concordancia_%,topicos,relevancia_score,likes,retweets,respostas,engajamento_total
Pós-Evento,sim_Pós_0025,2026-01-18 00:00:00,2026-02-24 23:13:59,CPC do Google Ads disparou 15% depois da taxa do governo,cpc do google ads disparou 15% depois da taxa do governo,56,Negativo,-0.529,23.5,51.2,Meta_Ads,51,76,22,8,125.0
Pós-Evento,sim_Pós_0026,2026-01-23 00:00:00,2026-02-24 23:13:59,Revoltado com o aumento no Google Ads por causa desse imposto absurdo,revoltado com o aumento no google ads por causa desse imposto absurdo,69,Negativo,-0.314,36.9,42.8,"Google_Ads, Impostos, Aumento_Custos",43,20,12,16,70.0
Pós-Evento,sim_Pós_0027,2026-01-10 00:00:00,2026-02-24 23:13:59,Revoltado com o aumento no Google Ads por causa desse imposto absurdo,revoltado com o aumento no google ads por causa desse imposto absurdo,69,Negativo,-0.734,36.6,45.9,"Meta_Ads, Impostos, Preços",82,8,14,21,71.0
Pós-Evento,sim_Pós_0028,2026-01-21 00:00:00,2026-02-24 23:13:59,Tributação em ads digitais é um tiro no pé do governo,tributação em ads digitais é um tiro no pé do governo,53,Negativo,-0.474,30.3,63.6,Meta_Ads,43,13,32,17,95.0
Pós-Evento,sim_Pós_0029,2026-01-30 00:00:00,2026-02-24 23:13:59,"Tributação em ads digitais era necessária, concordo com a medida","tributação em ads digitais era necessária, concordo com a medida",64,Positivo,0.472,81.8,57.5,Governo/Lei,45,35,27,17,109.5
Pós-Evento,sim_Pós_0030,2026-01-23 00:00:00,2026-02-24 23:13:59,"Google Ads ficou caro demais, imposto de 2026 foi um roubo","google ads ficou caro demais, imposto de 2026 foi um roubo",58,Negativo,-0.461,24.7,61.0,Governo/Lei,71,44,9,16,89.5
Pós-Evento,sim_Pós_0031,2026-01-24 00:00:00,2026-02-24 23:13:59,"Meta Ads inviável agora, imposto matou o negócio de pequenos anunciantes","meta ads inviável agora, imposto matou o negócio de pequenos anunciantes",72,Negativo,-0.528,24.4,37.3,Meta_Ads,55,11,33,25,110.5
Pós-Evento,sim_Pós_0032,2026-01-07 00:00:00,2026-02-24 23:13:59,Tributação em ads digitais é um tiro no pé do governo,tributação em ads digitais é um tiro no pé do governo,53,Negativo,-0.661,26.6,59.7,"Google_Ads, Impostos",40,71,8,21,125.0
Pós-Evento,sim_Pós_0033,2026-01-31 00:00:00,2026-02-24 23:13:59,Google Ads virou exploração com esse imposto de 2026,google ads virou exploração com esse imposto de 2026,52,Negativo,-0.662,41.8,50.3,Impostos,67,133,30,11,200.0
Pós-Evento,sim_Pós_0034,2026-01-02 00:00:00,2026-02-24 23:13:59,Meta Ads implementou a cobrança da nova taxa do governo,meta ads implementou a cobrança da nova taxa do governo,55,Neutro,-0.091,48.8,56.3,Governo/Lei,50,5,8,4,25.0
Pós-Evento,sim_Pós_0035,2026-01-24 00:00:00,2026-02-24 23:13:59,Impossível trabalhar com Google Ads com esse novo imposto,impossível trabalhar com google ads com esse novo imposto,57,Negativo,-0.469,43.1,58.0,Impostos,72,104,2,5,117.0
Pós-Evento,sim_Pós_0036,2026-01-06 00:00:00,2026-02-24 23:13:59,"Google Ads ficou caro demais, imposto de 2026 foi um roubo","google ads ficou caro demais, imposto de 2026 foi um roubo",58,Negativo,-0.481,29.8,37.3,Meta_Ads,73,33,11,25,99.5
Pós-Evento,sim_Pós_0037,2026-01-25 00:00:00,2026-02-24 23:13:59,Tributação em ads digitais é um tiro no pé do governo,tributação em ads digitais é um tiro no pé do governo,53,Negativo,-0.309,21.4,37.7,"Google_Ads, Impostos, Aumento_Custos",77,130,17,19,193.5
Pós-Evento,sim_Pós_0038,2026-01-29 00:00:00,2026-02-24 23:13:59,"Facebook Ads subiu 30% por causa da tributação nova, ridículo","facebook ads subiu 30% por causa da tributação nova, ridículo",61,Negativo,-0.748,41.5,40.6,Governo/Lei,71,66,47,12,160.5
Pós-Evento,sim_Pós_0039,2026-01-17 00:00:00,2026-02-24 23:13:59,Google Ads e Meta Ads agora incluem nova taxa na fatura,google ads e meta ads agora incluem nova taxa na fatura,55,Neutro,0.135,54.5,55.5,Google_Ads,91,28,11,11,66.5
Pós-Evento,sim_Pós_0040,2026-01-05 00:00:00,2026-02-24 23:13:59,"Google Ads subiu 25% só de imposto, inadmissível","google ads subiu 25% só de imposto, inadmissível",48,Negativo,-0.496,38.5,41.9,"Impostos, Aumento_Custos",41,26,32,17,108.0
Pós-Evento,sim_Pós_0041,2026-01-02 00:00:00,2026-02-24 23:13:59,"Google Ads subiu 15% só de imposto, inadmissível","google ads subiu 15% só de imposto, inadmissível",48,Negativo,-0.546,20.4,64.6,Meta_Ads,89,115,10,24,178.0
Pós-Evento,sim_Pós_0042,2026-01-21 00:00:00,2026-02-24 23:13:59,"Google Ads subiu 15% só de imposto, inadmissível","google ads subiu 15% só de imposto, inadmissível",48,Negativo,-0.7,25.7,52.1,"Google_Ads, CPC",90,116,9,1,131.5
Pós-Evento,sim_Pós_0043,2026-01-13 00:00:00,2026-02-24 23:13:59,Impossível trabalhar com Google Ads com esse novo imposto,impossível trabalhar com google ads com esse novo imposto,57,Negativo,-0.787,39.8,56.0,"Google_Ads, CPC",84,59,29,7,116.5
Pós-Evento,sim_Pós_0044,2026-01-15 00:00:00,2026-02-24 23:13:59,Meta Ads ficou inviável para pequenas empresas com essa taxa,meta ads ficou inviável para pequenas empresas com essa taxa,60,Negativo,-0.272,42.7,35.2,Meta_Ads,64,13,15,8,51.5
Pós-Evento,sim_Pós_0045,2026-01-13 00:00:00,2026-02-24 23:13:59,Tributação em ads digitais é um tiro no pé do governo,tributação em ads digitais é um tiro no pé do governo,53,Negativo,-0.435,29.4,43.7,"Meta_Ads, Impostos",68,121,24,17,191.0
Pós-Evento,sim_Pós_0046,2026-01-24 00:00:00,2026-02-24 23:13:59,CPC do Google subiu 20% por causa do imposto de 2026,cpc do google subiu 20% por causa do imposto de 2026,52,Negativo,-0.224,40.6,36.2,Meta_Ads,60,70,50,30,205.0
Pós-Evento,sim_Pós_0047,2026-01-27 00:00:00,2026-02-24 23:13:59,Meta Ads implementou a cobrança da nova taxa do governo,meta ads implementou a cobrança da nova taxa do governo,55,Neutro,-0.08,49.1,59.1,Impostos,48,9,16,12,57.0
Pós-Evento,sim_Pós_0048,2026-01-19 00:00:00,2026-02-24 23:13:59,Tributação em ads digitais é um tiro no pé do governo,tributação em ads digitais é um tiro no pé do governo,53,Negativo,-0.346,44.6,57.8,"Google_Ads, Impostos",49,33,11,24,97.5
Pós-Evento,sim_Pós_0049,2026-01-11 00:00:00,2026-02-24 23:13:59,"Instagram Ads subiu demais, nova taxa do governo prejudicou todos","instagram ads subiu demais, nova taxa do governo prejudicou todos",65,Negativo,-0.494,42.8,60.8,"Google_Ads, CPC",83,80,44,22,190.0
Pós-Evento,sim_Pós_0050,2026-01-27 00:00:00,2026-02-24 23:13:59,Revoltado com o aumento no Google Ads por causa desse imposto absurdo,revoltado com o aumento no google ads por causa desse imposto absurdo,69,Negativo,-0.714,28.3,63.2,"Google_Ads, Impostos, Aumento_Custos",83,118,33,17,201.5
Pós-Evento,sim_Pós_0051,2026-01-26 00:00:00,2026-02-24 23:13:59,Revoltado com o aumento no Google Ads por causa desse imposto absurdo,revoltado com o aumento no google ads por causa desse imposto absurdo,69,Negativo,-0.449,24.3,35.3,Impostos,67,47,37,6,114.5
Pós-Evento,sim_Pós_0052,2026-01-10 00:00:00,2026-02-24 23:13:59,Google Ads ajustou preços devido à nova regulamentação fiscal,google ads ajustou preços devido à nova regulamentação fiscal,61,Neutro,-0.071,48.4,56.8,Impostos,91,44,17,14,97.5
Pós-Evento,sim_Pós_0053,2026-01-17 00:00:00,2026-02-24 23:13:59,Tributação de 15% em vigor para publicidade digital,tributação de 15% em vigor para publicidade digital,51,Neutro,0.107,52.2,50.6,"Google_Ads, Impostos",95,12,13,3,37.5
Pós-Evento,sim_Pós_0054,2026-01-03 00:00:00,2026-02-24 23:13:59,CPC do Google Ads disparou 35% depois da taxa do governo,cpc do google ads disparou 35% depois da taxa do governo,56,Negativo,-0.392,23.4,58.1,Impostos,60,103,19,23,177.5
Pós-Evento,sim_Pós_0055,2026-01-25 00:00:00,2026-02-24 23:13:59,Meta Ads tá um absurdo de caro com essa nova taxa,meta ads tá um absurdo de caro com essa nova taxa,49,Negativo,-0.483,33.8,54.2,"Impostos, Aumento_Custos",74,42,39,15,130.5
Pós-Evento,sim_Pós_0056,2026-01-19 00:00:00,2026-02-24 23:13:59,Google Ads virou exploração com esse imposto de 2026,google ads virou exploração com esse imposto de 2026,52,Negativo,-0.458,44.7,55.0,Google_Ads,86,5,20,30,95.0
Pós-Evento,sim_Pós_0057,2026-01-02 00:00:00,2026-02-24 23:13:59,CPC do Google Ads disparou 15% depois da taxa do governo,cpc do google ads disparou 15% depois da taxa do governo,56,Negativo,-0.235,18.1,44.0,"Impostos, Aumento_Custos",44,69,46,1,140.0
Pós-Evento,sim_Pós_0058,2026-01-27 00:00:00,2026-02-24 23:13:59,Bom ver o governo finalmente tributando gigantes tech como Google e Meta,bom ver o governo finalmente tributando gigantes tech como google e meta,72,Positivo,0.692,67.7,57.2,"Google_Ads, CPC",69,69,11,5,95.5
Pós-Evento,sim_Pós_0059,2026-01-24 00:00:00,2026-02-24 23:13:59,"Facebook Ads subiu 35% por causa da tributação nova, ridículo","facebook ads subiu 35% por causa da tributação nova, ridículo",61,Negativo,-0.24,34.5,57.5,Governo/Lei,46,46,35,5,108.5
Pós-Evento,sim_Pós_0060,2026-01-06 00:00:00,2026-02-24 23:13:59,"Google Ads ficou caro demais, imposto de 2026 foi um roubo","google ads ficou caro demais, imposto de 2026 foi um roubo",58,Negativo,-0.575,32.1,62.3,"Meta_Ads, Impostos",45,149,17,27,228.5
Pós-Evento,sim_Pós_0061,2026-01-10 00:00:00,2026-02-24 23:13:59,"CPC no Google disparou depois do imposto, insustentável","cpc no google disparou depois do imposto, insustentável",55,Negativo,-0.553,20.4,62.7,Governo/Lei,91,104,19,16,164.5
Pós-Evento,sim_Pós_0062,2026-01-30 00:00:00,2026-02-24 23:13:59,"Google Ads ficou caro demais, imposto de 2026 foi um roubo","google ads ficou caro demais, imposto de 2026 foi um roubo",58,Negativo,-0.413,23.9,46.1,"Meta_Ads, Impostos, Preços",83,79,21,7,124.5
Pós-Evento,sim_Pós_0063,2026-01-19 00:00:00,2026-02-24 23:13:59,Google Ads virou exploração com esse imposto de 2026,google ads virou exploração com esse imposto de 2026,52,Negativo,-0.427,21.0,39.4,Impostos,82,150,22,10,203.0
Pós-Evento,sim_Pós_0064,2026-01-10 00:00:00,2026-02-24 23:13:59,"Impossível anunciar no Google Ads agora, imposto aumentou muito o custo","impossível anunciar no google ads agora, imposto aumentou muito o custo",71,Negativo,-0.756,32.8,62.2,Impostos,77,73,4,27,133.0
Pós-Evento,sim_Pós_0065,2026-01-04 00:00:00,2026-02-24 23:13:59,"Apoio o imposto no Google Ads e Meta Ads, Big Techs devem contribuir","apoio o imposto no google ads e meta ads, big techs devem contribuir",68,Positivo,0.609,60.8,64.3,Google_Ads,69,60,12,7,92.0
Pós-Evento,sim_Pós_0066,2026-01-16 00:00:00,2026-02-24 23:13:59,Meta Ads tá um absurdo de caro com essa nova taxa,meta ads tá um absurdo de caro com essa nova taxa,49,Negativo,-0.276,21.2,49.2,"Meta_Ads, Impostos",44,75,18,5,112.0
Pós-Evento,sim_Pós_0067,2026-01-26 00:00:00,2026-02-24 23:13:59,Absurdo o novo imposto no Google Ads! CPC subiu 15% aqui,absurdo o novo imposto no google ads! cpc subiu 15% aqui,56,Negativo,-0.508,39.5,62.2,"Google_Ads, Impostos",89,91,4,14,125.0
Pós-Evento,sim_Pós_0068,2026-01-03 00:00:00,2026-02-24 23:13:59,"Facebook Ads aumentou 15%, essa tributação tá matando as PMEs","facebook ads aumentou 15%, essa tributação tá matando as pmes",61,Negativo,-0.781,37.8,40.0,Impostos,77,85,7,8,111.5
Pós-Evento,sim_Pós_0069,2026-01-03 00:00:00,2026-02-24 23:13:59,Meta Ads ficou inviável para pequenas empresas com essa taxa,meta ads ficou inviável para pequenas empresas com essa taxa,60,Negativo,-0.296,39.5,64.8,"Google_Ads, Impostos",61,66,46,9,153.0
Pós-Evento,sim_Pós_0070,2026-01-24 00:00:00,2026-02-24 23:13:59,"Meta Ads pagar imposto aqui é justo, apoio a decisão","meta ads pagar imposto aqui é justo, apoio a decisão",52,Positivo,0.715,84.2,60.2,"Meta_Ads, Impostos, Preços",42,3,0,8,19.0
Pós-Evento,sim_Pós_0071,2026-01-17 00:00:00,2026-02-24 23:13:59,Tributação em ads digitais é um tiro no pé do governo,tributação em ads digitais é um tiro no pé do governo,53,Negativo,-0.706,26.2,46.6,Impostos,87,48,30,2,97.0
Pós-Evento,sim_Pós_0072,2026-01-21 00:00:00,2026-02-24 23:13:59,CPC do Google subiu 25% por causa do imposto de 2026,cpc do google subiu 25% por causa do imposto de 2026,52,Negativo,-0.442,16.2,45.8,Google_Ads,71,77,20,4,115.0
Pós-Evento,sim_Pós_0073,2026-01-20 00:00:00,2026-02-24 23:13:59,"Imposto em ads digitais vai financiar educação, excelente medida","imposto em ads digitais vai financiar educação, excelente medida",64,Positivo,0.575,72.0,55.7,"Meta_Ads, Impostos, Preços",68,77,30,14,150.0
Pós-Evento,sim_Pós_0074,2026-01-21 00:00:00,2026-02-24 23:13:59,Tributação em ads digitais é um tiro no pé do governo,tributação em ads digitais é um tiro no pé do governo,53,Negativo,-0.532,23.6,63.2,"Meta_Ads, Impostos, Preços",61,101,35,14,181.5
Pós-Evento,sim_Pós_0075,2026-01-23 00:00:00,2026-02-24 23:13:59,Meta Ads adiciona imposto à cobrança conforme lei de 2026,meta ads adiciona imposto à cobrança conforme lei de 2026,57,Neutro,-0.111,53.1,49.2,"Google_Ads, CPC",67,2,4,11,30.0
Pós-Evento,sim_Pós_0076,2026-01-26 00:00:00,2026-02-24 23:13:59,Meta Ads ficou inviável para pequenas empresas com essa taxa,meta ads ficou inviável para pequenas empresas com essa taxa,60,Negativo,-0.217,17.6,52.1,"Impostos, Aumento_Custos",55,97,2,11,122.0
Pós-Evento,sim_Pós_0077,2026-01-24 00:00:00,2026-02-24 23:13:59,Google Ads virou exploração com esse imposto de 2026,google ads virou exploração com esse imposto de 2026,52,Negativo,-0.526,42.9,56.0,"Google_Ads, CPC",74,44,34,5,105.0
Pós-Evento,sim_Pós_0078,2026-01-07 00:00:00,2026-02-24 23:13:59,CPC do Google Ads disparou 35% depois da taxa do governo,cpc do google ads disparou 35% depois da taxa do governo,56,Negativo,-0.455,15.2,44.0,"Meta_Ads, Impostos, Preços",80,43,49,26,168.5
Pós-Evento,sim_Pós_0079,2026-01-24 00:00:00,2026-02-24 23:13:59,CPC do Google Ads disparou 30% depois da taxa do governo,cpc do google ads disparou 30% depois da taxa do governo,56,Negativo,-0.467,28.3,38.7,"Google_Ads, Impostos",88,70,26,8,125.0
Pós-Evento,sim_Pós_0080,2026-01-18 00:00:00,2026-02-24 23:13:59,Tributação em ads digitais é um tiro no pé do governo,tributação em ads digitais é um tiro no pé do governo,53,Negativo,-0.202,40.6,36.3,"Google_Ads, Impostos, Aumento_Custos",42,58,15,25,130.5
Pós-Evento,sim_Pós_0081,2026-01-27 00:00:00,2026-02-24 23:13:59,"CPC no Google disparou depois do imposto, insustentável","cpc no google disparou depois do imposto, insustentável",55,Negativo,-0.684,34.8,35.2,"Google_Ads, CPC",92,108,18,10,155.0
Pós-Evento,sim_Pós_0082,2026-01-07 00:00:00,2026-02-24 23:13:59,CPC do Google Ads disparou 35% depois da taxa do governo,cpc do google ads disparou 35% depois da taxa do governo,56,Negativo,-0.279,31.8,50.3,Meta_Ads,73,62,46,21,173.0
Pós-Evento,sim_Pós_0083,2026-01-29 00:00:00,2026-02-24 23:13:59,CPC do Google subiu 30% por causa do imposto de 2026,cpc do google subiu 30% por causa do imposto de 2026,52,Negativo,-0.47,43.7,54.0,"Google_Ads, CPC",42,148,18,4,183.0
Pós-Evento,sim_Pós_0084,2026-01-11 00:00:00,2026-02-24 23:13:59,Meta Ads implementou a cobrança da nova taxa do governo,meta ads implementou a cobrança da nova taxa do governo,55,Neutro,-0.042,47.4,57.7,Governo/Lei,65,4,10,11,41.0
Pós-Evento,sim_Pós_0085,2026-01-19 00:00:00,2026-02-24 23:13:59,"CPC no Google disparou depois do imposto, insustentável","cpc no google disparou depois do imposto, insustentável",55,Negativo,-0.321,26.5,55.9,Governo/Lei,67,32,13,3,57.5
Pós-Evento,sim_Pós_0086,2026-01-04 00:00:00,2026-02-24 23:13:59,Tributação em publicidade online já está valendo no Brasil,tributação em publicidade online já está valendo no brasil,58,Neutro,0.145,49.8,45.0,"Google_Ads, Impostos",57,6,20,7,50.0
Pós-Evento,sim_Pós_0087,2026-01-10 00:00:00,2026-02-24 23:13:59,Meta Ads implementou a cobrança da nova taxa do governo,meta ads implementou a cobrança da nova taxa do governo,55,Neutro,-0.03,48.5,45.9,Impostos,73,50,7,11,82.5
Pós-Evento,sim_Pós_0088,2026-01-23 00:00:00,2026-02-24 23:13:59,Meta Ads ficou inviável para pequenas empresas com essa taxa,meta ads ficou inviável para pequenas empresas com essa taxa,60,Negativo,-0.49,41.9,61.9,"Google_Ads, CPC",74,118,28,26,212.0
Pós-Evento,sim_Pós_0089,2026-01-05 00:00:00,2026-02-24 23:13:59,"Tributação em publicidade digital vai ajudar o país, válido","tributação em publicidade digital vai ajudar o país, válido",59,Positivo,0.616,72.9,71.9,Governo/Lei,73,7,1,8,24.5
Pós-Evento,sim_Pós_0090,2026-01-10 00:00:00,2026-02-24 23:13:59,Google Ads virou exploração com esse imposto de 2026,google ads virou exploração com esse imposto de 2026,52,Negativo,-0.735,37.2,38.3,Meta_Ads,75,109,10,25,174.0
Pós-Evento,sim_Pós_0091,2026-01-28 00:00:00,2026-02-24 23:13:59,CPC do Google Ads disparou 20% depois da taxa do governo,cpc do google ads disparou 20% depois da taxa do governo,56,Negativo,-0.554,21.5,42.4,"Google_Ads, CPC",91,123,33,21,214.5
Pós-Evento,sim_Pós_0092,2026-01-16 00:00:00,2026-02-24 23:13:59,"Meta Ads inviável agora, imposto matou o negócio de pequenos anunciantes","meta ads inviável agora, imposto matou o negócio de pequenos anunciantes",72,Negativo,-0.653,38.5,47.4,Impostos,66,125,9,20,178.5
Pós-Evento,sim_Pós_0093,2026-01-23 00:00:00,2026-02-24 23:13:59,Tributação em ads digitais é um tiro no pé do governo,tributação em ads digitais é um tiro no pé do governo,53,Negativo,-0.687,42.1,63.5,"Google_Ads, CPC",47,107,30,23,198.0
Pós-Evento,sim_Pós_0094,2026-01-09 00:00:00,2026-02-24 23:13:59,Tributação em ads digitais é um tiro no pé do governo,tributação em ads digitais é um tiro no pé do governo,53,Negativo,-0.375,25.5,62.9,"Google_Ads, Impostos, Aumento_Custos",76,140,49,3,219.5
Pós-Evento,sim_Pós_0095,2026-01-19 00:00:00,2026-02-24 23:13:59,Absurdo o novo imposto no Google Ads! CPC subiu 30% aqui,absurdo o novo imposto no google ads! cpc subiu 30% aqui,56,Negativo,-0.342,33.1,63.7,Governo/Lei,51,81,32,17,163.0
Pós-Evento,sim_Pós_0096,2026-01-14 00:00:00,2026-02-24 23:13:59,"Meta Ads ficou caríssimo com essa nova taxa do governo, prejuízo total","meta ads ficou caríssimo com essa nova taxa do governo, prejuízo total",70,Negativo,-0.641,15.5,55.9,Google_Ads,47,77,35,21,171.5
Pós-Evento,sim_Pós_0097,2026-01-04 00:00:00,2026-02-24 23:13:59,Tributação de 35% em vigor para publicidade digital,tributação de 35% em vigor para publicidade digital,51,Neutro,-0.084,53.6,56.2,"Impostos, Aumento_Custos",90,44,2,10,67.0
Pós-Evento,sim_Pós_0098,2026-01-11 00:00:00,2026-02-24 23:13:59,"Google Ads subiu 20% só de imposto, inadmissível","google ads subiu 20% só de imposto, inadmissível",48,Negativo,-0.477,38.6,43.6,Google_Ads,44,145,14,3,172.0
Pós-Evento,sim_Pós_0099,2026-01-11 00:00:00,2026-02-24 23:13:59,"Facebook Ads subiu 30% por causa da tributação nova, ridículo","facebook ads subiu 30% por causa da tributação nova, ridículo",61,Negativo,-0.67,36.8,56.7,Governo/Lei,90,122,35,13,200.5
Pós-Evento,sim_Pós_0100,2026-01-30 00:00:00,2026-02-24 23:13:59,Google Ads virou exploração com esse imposto de 2026,google ads virou exploração com esse imposto de 2026,52,Negativo,-0.287,26.3,42.1,"Impostos, Aumento_Custos",67,112,18,15,169.0
